,OBJECTID,Ner,Holboo_barih_utas,Duureg,Horoo,Bairshil,x,y,xy,lat_lon
354,74,Хүнсийн дэлгүүр,0,7,98,,11902770.20285795,6092800.301901114,"11902770.20285795,6092800.301901114","(47.915450394648566, 106.92440396589714)"
355,131,Дамдинбазарын гудамж ,0,3,24,,11898529.20593882,6093328.315465273,"11898529.20593882,6093328.315465273","(47.91862933318119, 106.88630644237355)"
356,180,Өлзийт хайрхан ХХК,95682916,9,145,,11900021.65838175,6097975.327600437,"11900021.65838175,6097975.327600437","(47.94659853556129, 106.89971337077661)"
357,486,17 дугаар байрны урд,96657575,3,19,,11897607.022399532,6094612.253028678,"11897607.022399532,6094612.253028678","(47.92635854430692, 106.87802232669247)"
358,57,ТГГ 49-р байр nine mart,0,8,132,,11900109.171030689,6089009.503071431,"11900109.171030689,6089009.503071431","(47.89262191939262, 106.90049951027757)"
359,798,гурван охин,88923444,4,54,,11910530.243728966,6095726.15129361,"11910530.243728966,6095726.15129361","(47.933063195615226, 106.99411359909539)"
360,157,,0,9,145,,11899708.637047952,6098322.578660659,"11899708.637047952,6098322.578660659","(47.94868794529919, 106.89690145229252)"
361,655,Дээж хүнсний дэлгүүр,0,7,99,,11901280.417230135,6092036.414728177,"11901280.417230135,6092036.414728177","(47.91085101868528, 106.91102099390186)"
362,14,ДЭМЗ хүнсний дэлгүүр,0,7,108,,11901841.110605748,6096450.468563502,"11901841.110605748,6096450.468563502","(47.93742245840119, 106.91605778819202)"
363,678,,,3,10,,11899093.309171665,6092024.826935011,"11899093.309171665,6092024.826935011","(47.91078124526359, 106.8913738679324)"
364,37,тэнүүн далай дэлгүүр ,88608598,7,112,,11903214.229269702,6102704.868806631,"11903214.229269702,6102704.868806631","(47.97504892746066, 106.92839272301943)"
365,578,,,9,148,,11900018.653946029,6100488.878866378,"11900018.653946029,6100488.878866378","(47.9617206672249, 106.89968638147131)"
366,635,Онги хүнсний дэлгүүр,0,3,10,,11898738.241054734,6092500.453906844,"11898738.241054734,6092500.453906844","(47.91364505418096, 106.88818423676899)"
367,243,74а байрны зүүн талын 1 давхарт,0,4,55,,11904107.990095787,6091859.170955295,"11904107.990095787,6091859.170955295","(47.90978377287632, 106.9364215131236)"
368,778,түшиг,88115330,4,54,,11909766.19868737,6094642.653092241,"11909766.19868737,6094642.653092241","(47.926541536491875, 106.98725006570918)"
369,790,энхжин,80366436,4,54,,11909845.387594456,6094816.381285706,"11909845.387594456,6094816.381285706","(47.92758727522947, 106.98796143176486)"
370,8,Seven days супермаркет,99010648,7,102,,11899542.172742074,6092585.322735019,"11899542.172742074,6092585.322735019","(47.914156043246074, 106.89540607799024)"
371,349,,,4,55,,11903494.105300061,6092059.818207651,"11903494.105300061,6092059.818207651","(47.91099193745175, 106.93090689217674)"
372,684,,,3,10,,11900512.84571077,6091237.333773017,"11900512.84571077,6091237.333773017","(47.90603930294677, 106.90412578162685)"
373,51,Рапид 25-р байр Асах тулга ХХК,96671520,8,132,,11902104.894007592,6090221.746476848,"11902104.894007592,6090221.746476848","(47.899923235209144, 106.91842739480776)"
374,1225,“Мөнгөн тайга” үйлчилгээний төвийн 1 давхарт,99280765,3,19,,11897862.051343832,6094491.345824646,"11897862.051343832,6094491.345824646","(47.925630740952215, 106.88031329067805)"
375,151,ulzii tuw,0,3,25,,11898540.691045452,6093263.701438233,"11898540.691045452,6093263.701438233","(47.918240330897284, 106.88640961484182)"
376,194,Сарнай,0,7,100,,11899992.72399619,6092010.253622453,"11899992.72399619,6092010.253622453","(47.91069349504093, 106.89945344876875)"
377,692,,,3,10,,11900397.25991755,6091227.61254538,"11900397.25991755,6091227.61254538","(47.905980763214885, 106.90308745678009)"
378,100,,,3,26,,11897704.00040197,6093965.966647717,"11897704.00040197,6093965.966647717","(47.92246809146014, 106.87889349491061)"
379,343,,,4,55,,11904444.790821413,6092293.906671069,"11904444.790821413,6092293.906671069","(47.91240142715587, 106.93944704551895)"
380,592,,,9,148,,11900697.032493534,6100985.719598163,"11900697.032493534,6100985.719598163","(47.96470925726147, 106.90578035964774)"
381,443,,,7,107,,11902531.047243094,6095467.121522426,"11902531.047243094,6095467.121522426","(47.931504150276034, 106.92225559445605)"
