,OBJECTID,Ner,Holboo_barih_utas,Duureg,Horoo,Bairshil,x,y,xy,lat_lon
0,378,,,8,127,,11884604.873424243,6083560.976079494,"11884604.873424243,6083560.976079494","(47.85979284538547, 106.76122203518347)"
1,1420,,,8,125,,11887435.118617857,6084875.036139568,"11887435.118617857,6084875.036139568","(47.867712370341025, 106.78664656033577)"
2,2084,Нүхт 29-ТБЗ 1-3,88663889,8,123,,11890602.912774162,6085044.332231057,"11890602.912774162,6085044.332231057","(47.86873258931671, 106.8151033394113)"
3,2399,6 нэрийн дэлгүүр,0,8,126,,11885614.241553942,6085241.183068114,"11885614.241553942,6085241.183068114","(47.86991883456672, 106.7702893433656)"
4,361,,,8,127,,11880781.976985961,6081468.512447438,"11880781.976985961,6081468.512447438","(47.84717957136387, 106.72688037218234)"
5,1549,,,8,123,,11890101.89194728,6085333.35973164,"11890101.89194728,6085333.35973164","(47.87047429215865, 106.81060259274679)"
6,2044,нүхт 27-480,99271933,8,123,,11889677.172853775,6084898.922749432,"11889677.172853775,6084898.922749432","(47.86785631801544, 106.80678727621526)"
7,1363,,,8,125,,11889158.236073105,6084906.08867821,"11889158.236073105,6084906.08867821","(47.86789950191329, 106.80212558779958)"
8,1334,,,8,125,,11888666.307132894,6085096.285567236,"11888666.307132894,6085096.285567236","(47.8690456685921, 106.79770651494267)"
9,2210,,96053886,8,133,,11885403.072949352,6084078.120381673,"11885403.072949352,6084078.120381673","(47.86290969450327, 106.7683923835153)"
10,1283,,,8,125,,11888315.174416892,6084820.395582502,"11888315.174416892,6084820.395582502","(47.867383088912185, 106.79455223608728)"
11,2216,,98790872,8,133,,11885214.369078698,6083434.377307976,"11885214.369078698,6083434.377307976","(47.85902980104066, 106.76669722780348)"
12,2396,,,8,131,,11878387.543271072,6070718.412430652,"11878387.543271072,6070718.412430652","(47.78233009098158, 106.70537080815336)"
13,381,,,8,127,,11883966.430042868,6083639.801859258,"11883966.430042868,6083639.801859258","(47.860267943575856, 106.75548680070814)"
14,1406,,,8,125,,11888841.276149075,6084465.680048283,"11888841.276149075,6084465.680048283","(47.865245409066254, 106.7992782883575)"
15,375,,,8,127,,11884483.051826566,6083217.009555491,"11884483.051826566,6083217.009555491","(47.85771964179852, 106.76012769315219)"
16,2047,,,8,123,,11889695.087676542,6085512.210456635,"11889695.087676542,6085512.210456635","(47.8715520316196, 106.8069482078063)"
17,364,,,8,127,,11880428.45571544,6081888.916094582,"11880428.45571544,6081888.916094582","(47.8497139913946, 106.72370463657663)"
18,1552,БОСА ХХК,95922617,8,123,,11889677.578686912,6084994.170481948,"11889677.578686912,6084994.170481948","(47.86843030464256, 106.80679092187636)"
19,2041,НҮХТ 18,0,8,123,,11889765.688353974,6085423.531578509,"11889765.688353974,6085423.531578509","(47.871017662942755, 106.80758242448238)"
20,367,,,8,127,,11884686.087698536,6083181.179658259,"11884686.087698536,6083181.179658259","(47.85750367801663, 106.76195159542233)"
21,2219,,99066560,8,133,,11884938.807600629,6083092.20219951,"11884938.807600629,6083092.20219951","(47.85696736478697, 106.76422181692884)"
22,1409,,,8,125,,11889376.798172776,6084205.6149173,"11889376.798172776,6084205.6149173","(47.8636780803063, 106.80408896454622)"
23,1337,,,8,125,,11888068.545660662,6084814.423894972,"11888068.545660662,6084814.423894972","(47.86734710149116, 106.79233673227502)"
24,1417,,,8,125,,11888170.526437081,6084630.795916041,"11888170.526437081,6084630.795916041","(47.86624048461042, 106.79325284117648)"
25,1237,,,8,124,,11889625.569417106,6084846.073721692,"11889625.569417106,6084846.073721692","(47.86753783383158, 106.80632371465654)"
26,2213,,99872415,8,133,,11885806.756058546,6084482.997818967,"11885806.756058546,6084482.997818967","(47.865349776007996, 106.77201873058459)"
27,808,хямдхан 6 нэр,86072663,8,126,,11884357.031488096,6085171.850362057,"11884357.031488096,6085171.850362057","(47.869501030991536, 106.75899563319061)"
28,2397,,,8,131,,11880018.211973438,6070613.027805327,"11880018.211973438,6070613.027805327","(47.781693962227514, 106.72001935434008)"
29,382,,,8,127,,11883815.944753412,6083835.671648628,"11883815.944753412,6083835.671648628","(47.86144846975454, 106.7541349683526)"
30,376,,,8,127,,11884442.444638241,6083205.066260842,"11884442.444638241,6083205.066260842","(47.85764765399787, 106.75976291257301)"
31,2048,нүхтийн 19-319,88113645,8,123,,11889678.502352787,6085430.100349292,"11889678.502352787,6085430.100349292","(47.87105724578574, 106.8067992193081)"
32,370,,,8,127,,11884583.3754957,6082956.645834732,"11884583.3754957,6082956.645834732","(47.85615028570138, 106.7610289160056)"
33,2042,НҮХТ 4-77В,99108282,8,123,,11890546.182065398,6085448.612370645,"11890546.182065398,6085448.612370645","(47.87116879745807, 106.81459371878368)"
34,1412,,,8,125,,11888555.234578855,6084173.069529926,"11888555.234578855,6084173.069529926","(47.86348193640524, 106.79670873321328)"
35,1361,,,8,125,,11887832.068647759,6084643.634944739,"11887832.068647759,6084643.634944739","(47.86631785858709, 106.7902124231247)"
36,1338,,,8,125,,11887983.151079064,6084870.557417628,"11887983.151079064,6084870.557417628","(47.86768538021247, 106.79156961969672)"
37,1369,,,8,121,,11892149.566364724,6084881.306318547,"11892149.566364724,6084881.306318547","(47.86775015630613, 106.82899716500769)"
38,1418,,,8,125,,11887370.92347553,6084936.842713738,"11887370.92347553,6084936.842713738","(47.8680848339536, 106.78606988556058)"
39,2059,Аз билэг хүнсний дэлгүүр,99224755,8,129,,11874627.573786406,6082627.608359819,"11874627.573786406,6082627.608359819","(47.85416692697211, 106.67159442759439)"
40,2222,,99185815,8,133,,11885146.292416492,6083095.187998073,"11885146.292416492,6083095.187998073","(47.85698536183136, 106.76608568474198)"
41,2214,,96049819,8,133,,11887389.241428766,6084670.507402465,"11887389.241428766,6084670.507402465","(47.866479804180166, 106.78623443853424)"
42,379,,,8,127,,11884251.874569638,6083631.441546157,"11884251.874569638,6083631.441546157","(47.86021755456141, 106.75805099251978)"
43,2039,НҮН,0,8,123,,11890248.061923655,6084738.882655459,"11890248.061923655,6084738.882655459","(47.86689186212056, 106.81191565998537)"
44,2394,,,8,131,,11879442.73243469,6071008.0371335065,"11879442.73243469,6071008.0371335065","(47.784078300226014, 106.71484973368652)"
45,1235,,,8,124,,11889117.438613499,6085475.484769625,"11889117.438613499,6085475.484769625","(47.87133072754009, 106.8017590979844)"
46,1421,,,8,125,,11887409.440552412,6084828.457300356,"11887409.440552412,6084828.457300356","(47.86743167152745, 106.78641589034919)"
47,2208,Хавар' хүнсний дэлгүүр,99147840,8,133,,11885680.351337545,6083378.542405398,"11885680.351337545,6083378.542405398","(47.85869326571771, 106.770883217656)"
48,2400,баян-овоо 6 нэр,86076263,8,126,,11884673.881215155,6084684.0912907515,"11884673.881215155,6084684.0912907515","(47.866561666646696, 106.76184194271647)"
49,362,,,8,127,,11880476.228832241,6081272.642581321,"11880476.228832241,6081272.642581321","(47.845998719828586, 106.72413378978653)"
50,373,,,8,127,,11884299.125271467,6082982.921039851,"11884299.125271467,6082982.921039851","(47.85630866304485, 106.75847545279619)"
51,2045,нүхт 27-506,99011514,8,123,,11889682.085432416,6084838.907686025,"11889682.085432416,6084838.907686025","(47.867494648988256, 106.80683140666005)"
52,1550,,,8,123,,11890149.338485926,6085144.655779057,"11890149.338485926,6085144.655779057","(47.86933715367577, 106.81102881225524)"
53,2076,Нүхт 22-366а,91153341,8,123,,11889661.049310977,6085247.368113656,"11889661.049310977,6085247.368113656","(47.86995610590576, 106.80664243596597)"
54,2056,,,8,129,,11875417.622179909,6081017.05629631,"11875417.622179909,6081017.05629631","(47.8444578121757, 106.67869155306516)"
55,1415,,,8,125,,11889100.445561482,6085493.399719942,"11889100.445561482,6085493.399719942","(47.87143868075344, 106.80160644680092)"
56,2211,,99209298,8,133,,11885704.043843895,6083885.833472322,"11885704.043843895,6083885.833472322","(47.86175079559725, 106.77109605106172)"
57,1335,,,8,125,,11888562.863273298,6085125.546618337,"11888562.863273298,6085125.546618337","(47.86922199962483, 106.79677726294143)"
58,1376,НҮХТ 27,89200132,8,123,,11889662.052380433,6085141.072771814,"11889662.052380433,6085141.072771814","(47.86931556207201, 106.80665144669221)"
59,2040,НҮХТ 18,0,8,123,,11889754.015724968,6085405.019503611,"11889754.015724968,6085405.019503611","(47.870906110622435, 106.80747756747196)"
60,2395,,,8,131,,11878336.465269716,6070736.049185433,"11878336.465269716,6070736.049185433","(47.78243655021774, 106.70491196666036)"
61,374,,,8,127,,11884478.274553565,6083131.017860147,"11884478.274553565,6083131.017860147","(47.85720132756032, 106.76008477817867)"
62,1407,,,8,125,,11889193.00594411,6084552.865971601,"11889193.00594411,6084552.865971601","(47.86577083993069, 106.8024379308651)"
63,365,,,8,127,,11880318.577439725,6082056.122093148,"11880318.577439725,6082056.122093148","(47.850721964952456, 106.72271758323195)"
64,368,,,8,127,,11884700.419580512,6083090.410662296,"11884700.419580512,6083090.410662296","(47.85695656620728, 106.76208034090862)"
65,1553,,,8,123,,11890468.415425073,6084842.192084542,"11890468.415425073,6084842.192084542","(47.86751444183802, 106.8138951291677)"
66,1410,,,8,125,,11889325.740697516,6084328.332271006,"11889325.740697516,6084328.332271006","(47.86441766416667, 106.80363030744229)"
67,2220,V,96050045,8,133,,11885314.423941009,6083095.78511352,"11885314.423941009,6083095.78511352","(47.856988960972664, 106.76759603592413)"
68,1367,,,8,121,,11891773.949950283,6085292.155349775,"11891773.949950283,6085292.155349775","(47.8702259948345, 106.82562294534712)"
69,1416,,,8,125,,11889057.449635826,6085299.321423921,"11889057.449635826,6085299.321423921","(47.87026917763387, 106.80122020782919)"
70,2057,Сонгино 17-148 тоот ,88186925,8,129,,11876236.931569736,6080651.591685916,"11876236.931569736,6080651.591685916","(47.84225437805761, 106.68605153453822)"
71,1336,,,8,125,,11888574.343828257,6085077.176235273,"11888574.343828257,6085077.176235273","(47.86893051286159, 106.79688039452132)"
72,377,,,8,127,,11884084.146131143,6083355.551621329,"11884084.146131143,6083355.551621329","(47.85855469206509, 106.75654426232097)"
73,371,,,8,127,,11884409.003489723,6083035.471586713,"11884409.003489723,6083035.471586713","(47.85662541710401, 106.7594625056247)"
74,2043,НҮХТ 4-69А,96643744,8,123,,11890124.747399095,6085397.256237001,"11890124.747399095,6085397.256237001","(47.87085932971155, 106.8108079067637)"
75,1364,,,8,125,,11888504.938290488,6084898.325516934,"11888504.938290488,6084898.325516934","(47.86785271892317, 106.79625691396753)"
76,2217,,89606495,8,133,,11884716.334167015,6083265.97694205,"11884716.334167015,6083265.97694205","(47.858014790003914, 106.7622233040716)"
77,1413,,,8,125,,11888421.469683446,6084114.547369359,"11888421.469683446,6084114.547369359","(47.863129234330806, 106.79550710271303)"
78,2223,Канон бичиг хэргийн дэлгүүр,99241586,8,133,,11884741.011933517,6083039.05453324,"11884741.011933517,6083039.05453324","(47.85664701362814, 106.76244498821985)"
79,1419,,,8,125,,11887398.99006802,6084863.092880925,"11887398.99006802,6084863.092880925","(47.86764039663284, 106.78632201205066)"
80,1974,,,8,125,,11887616.14892287,6084542.151957259,"11887616.14892287,6084542.151957259","(47.865706271608474, 106.78827278323459)"
81,2209,,88203060,8,133,,11884704.719217544,6083618.3038498135,"11884704.719217544,6083618.3038498135","(47.860138371354964, 106.76211896520525)"
82,380,,,8,127,,11884201.712775385,6083704.295525316,"11884201.712775385,6083704.295525316","(47.86065665611202, 106.75760038145523)"
83,1282,,,8,125,,11888371.173518224,6084632.886034065,"11888371.173518224,6084632.886034065","(47.86625308064458, 106.79505528457352)"
84,1236,,,8,124,,11889260.104935361,6084791.134507829,"11889260.104935361,6084791.134507829","(47.86720675148092, 106.80304069135899)"
85,2046,нүхт 17-290,99289218,8,123,,11889676.710980916,6085553.116156151,"11889676.710980916,6085553.116156151","(47.871798522783074, 106.80678312714079)"
86,1405,,,8,125,,11889045.670575632,6084572.870960462,"11889045.670575632,6084572.870960462","(47.86589140036857, 106.80111439473114)"
87,363,,,8,127,,11880266.026911834,6081568.836038386,"11880266.026911834,6081568.836038386","(47.84778438735463, 106.72224551380802)"
88,1551,нүхт 26-452,96630820,8,123,,11889660.858102359,6085068.218810795,"11889660.858102359,6085068.218810795","(47.86887653397606, 106.80664071830974)"
89,372,,,8,127,,11884339.732464537,6082961.423194439,"11884339.732464537,6082961.423194439","(47.85617908191748, 106.75884023341797)"
90,2218,'Дээж'хүнсний дэлгүүр,91009978,8,133,,11884778.170420384,6083083.841944226,"11884778.170420384,6083083.841944226","(47.8569169729131, 106.76277878858674)"
91,2075,,,8,123,,11889664.767571244,6085204.969475091,"11889664.767571244,6085204.969475091","(47.869700609426474, 106.80667583766626)"
92,1414,,,8,125,,11889164.939290157,6084783.371407403,"11889164.939290157,6084783.371407403","(47.8671599682322, 106.8021858038229)"
93,2212,,88601129,8,133,,11884827.735128235,6084226.21721709,"11884827.735128235,6084226.21721709","(47.86380224545818, 106.7632240359329)"
94,807,бүрэн хайрхан 6 нэр,0,8,126,,11884186.80963947,6085562.237046014,"11884186.80963947,6085562.237046014","(47.87185348363794, 106.75746650430749)"
95,1548,,,8,123,,11889682.085414685,6084737.389745657,"11889682.085414685,6084737.389745657","(47.86688286525516, 106.80683140650078)"
96,1408,,,8,125,,11888577.926751819,6084449.556533645,"11888577.926751819,6084449.556533645","(47.86514823921598, 106.79691258047131)"
97,366,,,8,127,,11884573.820896927,6083183.568256524,"11884573.820896927,6083183.568256524","(47.85751807525908, 106.76094308558449)"
98,369,,,8,127,,11884650.257922594,6082966.200458011,"11884650.257922594,6082966.200458011","(47.85620787753813, 106.76162973106878)"
99,1411,,,8,125,,11889093.27948217,6084226.217114686,"11889093.27948217,6084226.217114686","(47.863802244841025, 106.80154207281517)"
100,2221,,,8,133,,11885132.288883278,6082988.295547061,"11885132.288883278,6082988.295547061","(47.856341058552495, 106.7659598888628)"
101,1362,,,8,125,,11889155.548894703,6084931.468159555,"11889155.548894703,6084931.468159555","(47.868052445500965, 106.8021014484653)"
102,2058,Дагшин хайрхан ХХК,99084068,8,129,,11874541.852794675,6082569.683473256,"11874541.852794675,6082569.683473256","(47.85381776183995, 106.67082438282397)"
103,1276,,,8,131,,11879756.426870303,6070552.349367021,"11879756.426870303,6070552.349367021","(47.78132768800696, 106.71766769874708)"
104,2215,,98119083,8,133,,11884846.844277142,6084329.526533119,"11884846.844277142,6084329.526533119","(47.8644248616053, 106.76339569633818)"
0,261,'Тэнгис ' иргэн,94916578,9,146,,11901541.833356429,6098238.677038091,"11901541.833356429,6098238.677038091","(47.948183116948776, 106.9133693349195)"
1,593,,,3,8,,11898617.519878075,6092296.295227634,"11898617.519878075,6092296.295227634","(47.912415808896505, 106.88709977998786)"
2,1921,,,3,10,,11900518.78831691,6091310.9741908405,"11900518.78831691,6091310.9741908405","(47.90648275202241, 106.90417916496607)"
3,23,,,7,110,,11901786.48410309,6099366.720316829,"11901786.48410309,6099366.720316829","(47.95497003713537, 106.91556706996947)"
4,355,,,4,40,,11913506.579665424,6090980.1451703105,"11913506.579665424,6090980.1451703105","(47.90449053059623, 107.02085047971934)"
5,570,,,9,149,,11898201.109792588,6101824.648595662,"11898201.109792588,6101824.648595662","(47.9697551798083, 106.88335910454533)"
6,2230,,,4,53,,11914747.10445164,6093304.905699273,"11914747.10445164,6093304.905699273","(47.91848839736547, 107.03199430347719)"
7,46,,,3,18,,11898442.364115383,6095391.994970793,"11898442.364115383,6095391.994970793","(47.93105197067791, 106.88552632900061)"
8,215,,,9,140,,11898616.736188812,6095793.289330578,"11898616.736188812,6095793.289330578","(47.93346727757206, 106.88709273998745)"
9,547,,,9,149,,11899007.468102084,6101023.254038306,"11899007.468102084,6101023.254038306","(47.964935026922724, 106.8906027444843)"
10,2207,Хадтай дэлгүүр,95740520,9,145,,11901045.389236687,6098339.299228516,"11901045.389236687,6098339.299228516","(47.94878855082969, 106.90890970151476)"
11,1472,,,4,52,,11908237.440843018,6094203.638024452,"11908237.440843018,6094203.638024452","(47.92389883686398, 106.97351700033619)"
12,1543,,,4,52,,11907828.980528517,6097925.165860459,"11907828.980528517,6097925.165860459","(47.94629670537403, 106.96984773890145)"
13,1875,,,4,39,,11911337.296488153,6096402.396824288,"11911337.296488153,6096402.396824288","(47.937133152726474, 107.00136347738209)"
14,2136,Агь хүнсний дэлгүүр ,99107365,7,107,,11902388.817609739,6095391.99487038,"11902388.817609739,6095391.99487038","(47.93105197007353, 106.92097792392106)"
15,69,Таван эрдэнэ худалдааны төв,0,7,111,,11902020.572503367,6101196.431798977,"11902020.572503367,6101196.431798977","(47.965976678390874, 106.9176699218475)"
16,733,,,4,35,,11906627.4760691,6093556.909000273,"11906627.4760691,6093556.909000273","(47.92000553420568, 106.95905444070314)"
17,1397,,,8,132,,11900550.74209593,6089097.883316128,"11900550.74209593,6089097.883316128","(47.89315426649066, 106.90446621064687)"
18,1520,,,4,44,,11906703.903162638,6091668.0784599595,"11906703.903162638,6091668.0784599595","(47.90863311448339, 106.95974099696559)"
19,1729,,,4,56,,11904132.85458929,6091293.059274964,"11904132.85458929,6091293.059274964","(47.9063748720379, 106.93664487466908)"
20,2061,Жаргалант үйлчилгээний төв,0,8,119,,11900222.605488967,6090645.210613373,"11900222.605488967,6090645.210613373","(47.90247350790148, 106.90151850935372)"
21,2159,тексота дэлгүүр ,0,7,98,,11902242.727600383,6092891.070961643,"11902242.727600383,6092891.070961643","(47.915996889330124, 106.91966557503845)"
22,2491,20-р байрны 3-р орц,99006130,3,19,,11897546.748680646,6094804.380706478,"11897546.748680646,6094804.380706478","(47.92751503967451, 106.87748087866342)"
23,92,,,7,114,,11903279.917424992,6103413.105579783,"11903279.917424992,6103413.105579783","(47.97930795254547, 106.92898280975824)"
24,756,,,4,35,,11907491.309061447,6096374.628685095,"11907491.309061447,6096374.628685095","(47.93696603758075, 106.96681438450265)"
25,1758,Сургуулийн 39-798 Энэрэлт ХХК,880111098,9,146,,11901296.003236808,6099174.433440914,"11901296.003236808,6099174.433440914","(47.95381319801821, 106.91116100538198)"
26,1443,,,4,52,,11907857.539870659,6094343.971653714,"11907857.539870659,6094343.971653714","(47.92474360530711, 106.97010429183698)"
27,1781,,,4,31,,11903621.699416133,6093727.100838134,"11903621.699416133,6093727.100838134","(47.92103011588142, 106.93205308962303)"
28,2107,Алтан ундрах хүнсний мухлаг,0,7,108,,11903049.472586693,6096371.344292821,"11903049.472586693,6096371.344292821","(47.93694627130539, 106.92691268855435)"
29,138,зн-18-57,99194439,3,29,,11897474.97671227,6094807.968311301,"11897474.97671227,6094807.968311301","(47.927536634694825, 106.87683614010179)"
30,802,,,3,18,,11897511.832840696,6095274.9507594155,"11897511.832840696,6095274.9507594155","(47.930347484777975, 106.87716722433657)"
31,1466,,,9,141,,11899172.48706035,6094968.008277143,"11899172.48706035,6094968.008277143","(47.928499960807265, 106.89208513500809)"
32,1712,Манхан сарьдаг хүнсний дэлгүүр,,9,137,,11900965.9664215,6094349.943263464,"11900965.9664215,6094349.943263464","(47.92477955238944, 106.90819623422685)"
33,2130,Киви мини маркет,99991124,7,107,,11902314.769304855,6095142.380271804,"11902314.769304855,6095142.380271804","(47.929549535056104, 106.92031273668067)"
34,161,,,7,114,,11903314.552847747,6103655.5542632425,"11903314.552847747,6103655.5542632425","(47.98076585178907, 106.92929394505457)"
35,284,,,9,151,,11900931.344836276,6101881.976401256,"11900931.344836276,6101881.976401256","(47.97009997248045, 106.90788522323517)"
36,1489,,,4,52,,11908339.287246672,6096759.501052653,"11908339.287246672,6096759.501052653","(47.939282241219914, 106.97443190214653)"
37,1735,,,4,56,,11904221.234950695,6091080.4688054295,"11904221.234950695,6091080.4688054295","(47.905094678246456, 106.93743880896373)"
38,2153,оорцог 1-2 а,0,7,112,,11902629.866697924,6101684.912181926,"11902629.866697924,6101684.912181926","(47.96891473870204, 106.92314330472246)"
39,1251,,,4,38,,11909467.25093002,6093286.393592543,"11909467.25093002,6093286.393592543","(47.91837694707475, 106.98456457231337)"
40,1512,,,9,142,,11900622.133232193,6095956.912398625,"11900622.133232193,6095956.912398625","(47.934452058250656, 106.90510752813543)"
41,1844,,,4,39,,11911202.337288681,6096029.7663264135,"11911202.337288681,6096029.7663264135","(47.934890530367916, 107.0001511182659)"
42,1998,Алт сар ХХК,96651717,9,146,,11901560.98500243,6098264.355085459,"11901560.98500243,6098264.355085459","(47.94833761992299, 106.9135413770827)"
43,29,,,3,18,,11898491.854146961,6095274.950699913,"11898491.854146961,6095274.950699913","(47.93034748441985, 106.88597090551839)"
44,232,,,9,140,,11898432.809589187,6097252.758808231,"11898432.809589187,6097252.758808231","(47.942250568165086, 106.88544049923145)"
45,564,,,9,149,,11898419.261340272,6101384.538535203,"11898419.261340272,6101384.538535203","(47.96710810274574, 106.88531879324071)"
46,576,,,9,152,,11902256.00459679,6103348.611859945,"11902256.00459679,6103348.611859945","(47.97892013016249, 106.91978484432646)"
47,1357,,,8,120,,11899016.428099422,6089733.266232409,"11899016.428099422,6089733.266232409","(47.89698125310973, 106.89068323350985)"
48,1904,,,9,152,,11902056.521843992,6104249.135583383,"11902056.521843992,6104249.135583383","(47.98433501789272, 106.91799286026888)"
49,2199,,,3,9,,11897513.297848783,6093022.447032165,"11897513.297848783,6093022.447032165","(47.91678785703969, 106.87718038472815)"
50,2236,,,4,53,,11915252.048841327,6092390.050076614,"11915252.048841327,6092390.050076614","(47.912980313166855, 107.03653029610606)"
51,1297,,,8,132,,11901049.235177727,6089861.95511274,"11901049.235177727,6089861.95511274","(47.89775632704487, 106.90894425019093)"
52,278,,,9,151,,11900771.304847773,6101612.058164825,"11900771.304847773,6101612.058164825","(47.968476554644994, 106.90644755955773)"
53,315,,,9,150,,11898459.084675906,6103981.605933721,"11898459.084675906,6103981.605933721","(47.982726409952264, 106.88567653235137)"
54,1606,,,3,11,,11898196.72065479,6091860.3653759025,"11898196.72065479,6091860.3653759025","(47.90979096496788, 106.88331967624964)"
55,1950,,,9,147,,11901569.564245291,6099187.571033746,"11901569.564245291,6099187.571033746","(47.95389223742082, 106.91361844573258)"
56,2282,,,4,55,,11904021.998417934,6091847.227714384,"11904021.998417934,6091847.227714384","(47.909711857717404, 106.93564903673838)"
57,169,Мөнгөн дэлгүүр,0,7,113,,11903524.754755434,6101044.752038002,"11903524.754755434,6101044.752038002","(47.965064336948615, 106.93118222091884)"
58,175,Өвт улиастай хүнсний бөөний дэлгүүр,0,7,113,,11903468.6212665,6101926.166539658,"11903468.6212665,6101926.166539658","(47.970365748322976, 106.93067796520823)"
59,762,,,4,35,,11906700.330005744,6094128.992431503,"11906700.330005744,6094128.992431503","(47.923449486052746, 106.95970889875109)"
60,1503,,,9,140,,11898468.325862493,6097176.918897227,"11898468.325862493,6097176.918897227","(47.94179418977145, 106.88575954734293)"
61,1752,,,3,18,,11898830.670267565,6094272.909047994,"11898830.670267565,6094272.909047994","(47.92431583040281, 106.88901454251483)"
62,2090,Эрхүү гудамж,0,7,104,,11903055.252906388,6094926.206718631,"11903055.252906388,6094926.206718631","(47.92824834705832, 106.92696461404964)"
63,2096,10-р байр 291 тоот,99111467,7,104,,11903135.272950446,6094690.924067274,"11903135.272950446,6094690.924067274","(47.92683210071179, 106.92768344633576)"
64,1449,,,4,52,,11908181.501462629,6094681.070852055,"11908181.501462629,6094681.070852055","(47.92677279001025, 106.9730144883323)"
65,1652,,,8,119,,11897908.86748611,6089250.757457216,"11897908.86748611,6089250.757457216","(47.8940750714032, 106.88073384723958)"
66,2144,,,7,109,,11902803.790805673,6097560.89566579,"11902803.790805673,6097560.89566579","(47.944104787920125, 106.92470569156515)"
67,221,,,9,140,,11899120.742734516,6095752.682151348,"11899120.742734516,6095752.682151348","(47.933222876575975, 106.89162030782047)"
68,1303,Хангайн 3-131,99246528,7,109,,11902828.744843114,6096536.161701481,"11902828.744843114,6096536.161701481","(47.937938173424286, 106.92492985749749)"
69,1798,,,9,139,,11901460.021882482,6094485.499593476,"11901460.021882482,6094485.499593476","(47.92559554918613, 106.91263440994489)"
70,2385,Наран фреш фүүд,99515253,3,13,,11897365.259617189,6093184.820232009,"11897365.259617189,6093184.820232009","(47.91776543052394, 106.87585053466738)"
71,75,Мөнхийн билэг мини маркет,0,7,113,,11903464.66511691,6101189.265800956,"11903464.66511691,6101189.265800956","(47.965933575857534, 106.93064242651181)"
72,1403,,,8,132,,11901992.2968407,6090281.463040317,"11901992.2968407,6090281.463040317","(47.900282880171225, 106.91741591724808)"
73,2190,,,3,9,,11898113.447890226,6092720.281881538,"11898113.447890226,6092720.281881538","(47.914968612096324, 106.88257162427806)"
74,344,,,4,58,,11919153.365053678,6092895.848209301,"11919153.365053678,6092895.848209301","(47.91602565161887, 107.07157641592343)"
75,1340,,,8,120,,11899763.012850115,6090015.127691263,"11899763.012850115,6090015.127691263","(47.89867884751901, 106.89738991843423)"
76,1506,,,4,52,,11907306.193004295,6095335.264307029,"11907306.193004295,6095335.264307029","(47.93071051156627, 106.9651514586679)"
77,1838,булган хайрхан,99827473,3,25,,11898011.603473408,6093717.546240556,"11898011.603473408,6093717.546240556","(47.920972596236425, 106.88165674031578)"
78,2004,Тэргэл хайрхан ХХК,88164031,9,146,,11900657.286219738,6099198.917200902,"11900657.286219738,6099198.917200902","(47.95396049901234, 106.90542331279538)"
79,1861,,,4,39,,11912176.312199764,6095676.245181804,"11912176.312199764,6095676.245181804","(47.9327628249522, 107.00890048375564)"
80,2359,,,7,108,,11902344.209305372,6095940.918692231,"11902344.209305372,6095940.918692231","(47.93435579946571, 106.92057720070494)"
81,2408,26-р байрны урд талд ,99155372,3,19,,11897999.807156771,6095040.917407178,"11897999.807156771,6095040.917407178","(47.928938815666754, 106.88155077220047)"
82,1457,,,9,141,,11899654.962296374,6095665.135003917,"11899654.962296374,6095665.135003917","(47.93269595572062, 106.8964192837954)"
83,1555,,,4,32,,11903741.132268628,6095731.184202966,"11903741.132268628,6095731.184202966","(47.933093487165344, 106.93312597319125)"
84,1718,,,9,137,,11901728.24656735,6094099.134310346,"11901728.24656735,6094099.134310346","(47.92326974533373, 106.91504391328483)"
85,2124,City shop хүнсний дэлгүүр,99126819,7,100,,11900850.177176462,6091977.409496735,"11900850.177176462,6091977.409496735","(47.91049573030603, 106.9071560817413)"
86,1483,,,4,52,,11907325.899445234,6093226.677275318,"11907325.899445234,6093226.677275318","(47.91801742931131, 106.9653284846388)"
87,2073,энх-амгалан ,99997433,7,105,,11902457.085566793,6094822.300122367,"11902457.085566793,6094822.300122367","(47.92762290267687, 106.92159118541345)"
88,2147,,0,7,102,,11899622.202164903,6092069.372792983,"11899622.202164903,6092069.372792983","(47.91104946811927, 106.89612499452731)"
89,2196,,,3,9,,11897972.083211714,6092883.606348662,"11897972.083211714,6092883.606348662","(47.915951947237545, 106.88130172376465)"
90,9,,,3,11,,11897627.160289466,6092543.521261937,"11897627.160289466,6092543.521261937","(47.913904360236074, 106.87820322843567)"
91,181,,,7,113,,11904385.865560627,6103359.360743891,"11904385.865560627,6103359.360743891","(47.978984767011546, 106.93891771089508)"
92,750,,,4,35,,11907320.714078402,6097820.06495841,"11907320.714078402,6097820.06495841","(47.94566429286893, 106.96528190369602)"
93,1930,Бурхан халдун,88085454,9,135,,11900110.189269401,6092932.872335812,"11900110.189269401,6092932.872335812","(47.91624856156667, 106.90050865727153)"
94,2173,содномын гудамж,0,7,105,,11902346.14832673,6094623.444500912,"11902346.14832673,6094623.444500912","(47.926425911082056, 106.92059461923019)"
95,2428,,,9,148,,11900587.154354863,6101052.601873095,"11900587.154354863,6101052.601873095","(47.96511155346453, 106.90479330753415)"
96,158,,,7,111,,11902068.345626492,6101643.1106286645,"11902068.345626492,6101643.1106286645","(47.968663321665495, 106.91809907511424)"
